id,playtime_forever,is_free,price,genres,categories,tags,purchase_date,release_date,total_positive_reviews,total_negative_reviews
74,0.133333333,FALSE,3600,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Dark Humor,Violent,Gore,FPS,Action,Open World,Classic,Singleplayer,Sandbox,Mature,Comedy,Funny,First-Person,Adventure,Shooter,Multiplayer,Satire,Family Friendly,Moddable,Indie","Apr 11, 2017",2-Nov-12,32422,1690
75,0,FALSE,3600,"Action,Strategy","Single-player,Multi-player,Co-op","Strategy,Action,Tactical,Military,Singleplayer,Simulation","Jan 30, 2018",17-Jul-07,94,55
76,0,FALSE,4800,"Action,Indie,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Great Soundtrack,Indie,Action,Narration,Singleplayer,RPG,Hack and Slash,Story Rich,Dynamic Narration,Isometric,Adventure,Action RPG,Masterpiece,Fantasy,Atmospheric,Colorful,Post-apocalyptic,2D,Music,Twin Stick Shooter","Aug 16, 2011",16-Aug-11,0,0
77,3.066666667,FALSE,2600,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Captions available","Choices Matter,Indie,Adventure,Political,Historical,Choose Your Own Adventure,Story Rich,Multiple Endings,Singleplayer,Atmospheric,Action,Exploration,Point & Click,Replay Value,Great Soundtrack,Short,Violent,3D Vision,Third Person","Jul 2, 2018",4-Apr-16,608,197
78,0,FALSE,7800,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Story Rich,Atmospheric,Fantasy,Female Protagonist,Cyberpunk,Choices Matter,Singleplayer,Third Person,Point & Click,Great Soundtrack,Episodic,Futuristic,Kickstarter,Sci-fi,Choose Your Own Adventure,Exploration,Masterpiece,Indie,Walking Simulator","Jun 27, 2019",21-Jul-17,1990,412
79,1.85,FALSE,3600,Action,"Single-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Open World,Action,Comedy,Co-op,Third-Person Shooter,Funny,Sandbox,Third Person,Online Co-Op,Character Customization,Singleplayer,Great Soundtrack,Shooter,Multiplayer,Crime,Female Protagonist,Adventure,Satire,RPG,Zombies","Aug 1, 2017",17-Nov-11,31291,1358
80,0,FALSE,9900,"Indie,Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards","Strategy,War,Historical,RTS,Simulation,Tactical,Indie,Multiplayer,Wargame,America,Military,Singleplayer,Open World,Real Time Tactics,Early Access","Jun 27, 2019",14-Jul-17,2638,424
81,0.05,FALSE,3200,"Simulation,Strategy","Single-player,Multi-player,Steam Trading Cards,Steam Cloud,Includes level editor","Strategy,Medieval,RTS,Multiplayer,Classic,City Builder,Tactical,Historical,Economy,Simulation,Singleplayer,Building,Masterpiece,Sandbox,Adventure,Co-op,Action,Great Soundtrack,2D,Remake","Feb 8, 2019",21-Oct-13,3430,136
82,5.916666667,FALSE,6800,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Platformer,Adventure,Puzzle,Co-op,Fantasy,Indie,Online Co-Op,Local Co-Op,Beautiful,Action,Physics,Multiplayer,Great Soundtrack,Singleplayer,Atmospheric,2D,RPG,Casual,Medieval,Local Multiplayer","Nov 3, 2016",6-Jun-13,11298,491
83,6.366666667,FALSE,9500,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","JRPG,RPG,Classic,Story Rich,Great Soundtrack,Singleplayer,Time Travel,Fantasy,Retro,Anime,Cult Classic,Replay Value,Sci-fi,2D,Turn-Based,Multiple Endings,Masterpiece,Pixel Graphics,Action,Adventure","Feb 23, 2019",27-Feb-18,1382,390
84,0,FALSE,7800,"Indie,Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Leaderboards","Simulation,Politics,Strategy,Indie,Turn-Based,Political,Singleplayer,Economy,Management,Sandbox,Moddable,Difficult,2D,Turn-Based Strategy,Education,Casual,Capitalism,Sequel,Funny","Dec 22, 2017",14-Oct-13,3958,1430
85,0.133333333,TRUE,0,"Free to Play,Indie,Massively Multiplayer","Multi-player,MMO,Steam Achievements,Steam Trading Cards,Includes level editor","Free to Play,Multiplayer,Funny,Massively Multiplayer,2D,Platformer,Casual,Cute,Racing,Adventure,Online Co-Op,Indie,Survival,Strategy,Mouse only,Co-op,Action,Comedy,Family Friendly,Puzzle","Jan 4, 2017",30-Jan-15,261,49
86,0.116666667,FALSE,600,"Casual,Indie","Single-player,Steam Achievements,Steam Trading Cards","Puzzle,Casual,Indie,Minimalist,Short,Singleplayer,Relaxing,2D,Great Soundtrack,Difficult,Atmospheric,Logic","Sep 20, 2016",6-Jul-15,6148,172
87,0,FALSE,6800,Action,"Single-player,Co-op,Steam Cloud","Action,FPS,Shooter,Co-op,Singleplayer,Multiplayer,Military,Open World,First-Person,War,Masterpiece,Controller","Jan 30, 2018",29-Feb-08,331,203
88,0,TRUE,0,Action,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards","Platformer,Great Soundtrack,Action,Fast-Paced,3D Platformer,Singleplayer,2D,Moddable,Adventure,Colorful,Classic,Retro,Family Friendly,Time Travel,Third Person,Controller,3D,3D Vision,Replay Value,Funny","Jul 29, 2019",3-Nov-11,5016,425
89,3.083333333,FALSE,16800,"Action,Adventure","Single-player,Multi-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Anime,Fighting,Action,Ninja,Multiplayer,Adventure,Story Rich,Singleplayer,Local Multiplayer,Great Soundtrack,Third Person,Fantasy,Atmospheric,Open World,Online Co-Op,Co-op,Beat 'em up,Local Co-Op,Memes,Heist","Nov 27, 2017",4-Feb-16,14647,3002
90,32.76666667,FALSE,9900,RPG,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Open World,Post-apocalyptic,Exploration,Singleplayer,RPG,Atmospheric,Adventure,Shooter,First-Person,Story Rich,Action,Sci-fi,FPS,Action RPG,Sandbox,Great Soundtrack,Third Person,Survival,Third-Person Shooter,Casual","Dec 7, 2017",9-Nov-15,68660,27235
91,0.1,FALSE,29900,Action,"Single-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Action,Open World,Hunting,Co-op,Action RPG,Hack and Slash,Character Customization,Anime,RPG,JRPG,Controller,Singleplayer","Jun 27, 2019",21-Mar-17,678,175
92,0,FALSE,9500,Strategy,"Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Turn-Based Strategy,Tactical,Strategy,Sci-fi,Turn-Based,Aliens,Singleplayer,Base Building,Turn-Based Tactics,Unforgiving,Replay Value,Addictive,Multiplayer,Perma Death,Action,RPG,Character Customization,Difficult,Masterpiece,Atmospheric","Mar 11, 2018",11-Oct-12,24817,1421
93,0,FALSE,5000,"Adventure,Indie","Single-player,Steam Achievements","Cyberpunk,Pixel Graphics,Story Rich,Choices Matter,Great Soundtrack,Adventure,Atmospheric,Indie,Point & Click,Singleplayer,Sci-fi,2D,Nudity,Violent,LGBTQ+,Visual Novel,Retro,Dystopian","May 11, 2018",22-Jan-18,2941,245
94,0.45,FALSE,3700,"Action,Adventure","Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Stats,Includes level editor,Commentary available","Puzzle,Co-op,First-Person,Sci-fi,Comedy,Singleplayer,Online Co-Op,Funny,Adventure,Science,Female Protagonist,Story Rich,Multiplayer,Action,Atmospheric,Masterpiece,Local Co-Op,FPS,Strategy,Space","Nov 28, 2016",18-Apr-11,115489,1653
95,1.533333333,FALSE,11200,"Action,Adventure,Indie","Single-player,Multi-player,Online Multi-Player,Online Co-op,Steam Achievements,Steam Trading Cards,VR Support,SteamVR Collectibles,Steam Cloud,Steam Leaderboards","Zombies,VR,Horror,Action,Multiplayer,FPS,Adventure,Survival,Indie,Gore,Survival Horror,Shooter,First-Person,Open World,Violent,Co-op,Singleplayer,Post-apocalyptic,Funny,Difficult","Dec 27, 2017",6-Dec-16,3102,536
96,0,FALSE,3600,Indie,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Platformer,Puzzle,Indie,Metroidvania,2D,Steampunk,Singleplayer,Puzzle-Platformer,Action,Adventure,Difficult,Physics,Exploration,Side Scroller,Retro,Atmospheric,Great Soundtrack,Cute,Dark Fantasy,Nonlinear","Nov 17, 2018",13-Dec-13,1127,185
97,0,FALSE,7900,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Point & Click,Indie,Fantasy,Cult Classic,Retro,Classic,1990's,Singleplayer,Story Rich,Atmospheric,Puzzle,Masterpiece,Remake,Great Soundtrack,Third Person","Nov 9, 2016",28-May-13,1393,153
98,0,FALSE,4800,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Leaderboards","Metroidvania,Adventure,Indie,Action,2D,Exploration,Sci-fi,Singleplayer,Local Co-Op,Puzzle,Controller,Psychedelic,Co-op,Atmospheric,Multiplayer","Feb 16, 2018",17-Apr-12,328,44
99,0,FALSE,4200,"Action,Indie,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Indie,Strategy,Pixel Graphics,Mythology,Rogue-lite,Rogue-like,Singleplayer,Great Soundtrack","May 11, 2018",18-Aug-16,408,82
100,0.8,FALSE,3600,"Indie,Simulation","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Sandbox,Multiplayer,Funny,Moddable,Building,Comedy,Co-op,First-Person,Mod,Physics,Simulation,Online Co-Op,FPS,Singleplayer,Action,Shooter,Animation & Modeling,Indie,Massively Multiplayer,Adventure","Oct 31, 2017",29-Nov-06,322460,14590
101,0.1,FALSE,6800,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Walking Simulator,Adventure,Story Rich,Sci-fi,Female Protagonist,Indie,Space,First-Person,Exploration,Atmospheric,Singleplayer,Mystery,Futuristic,Short,Cyberpunk,Illuminati,Casual,Great Soundtrack,LGBTQ+,Psychological Horror","Oct 25, 2017",1-Aug-17,1415,210
102,2.8,FALSE,3600,"Action,Adventure,RPG",Single-player,"Adventure,Point & Click,Female Protagonist,Story Rich,Classic,Masterpiece,Fantasy,Sci-fi,Singleplayer,Cult Classic,Great Soundtrack,Puzzle,Retro,1990's,Funny,Remake,Futuristic,Comedy,Third Person","Mar 3, 2017",1-May-07,1015,94
103,0,FALSE,3600,Indie,"Single-player,Steam Achievements,Partial Controller Support","Metroidvania,Indie,Exploration,Female Protagonist,Great Soundtrack,Adventure,Underwater,2D,Singleplayer,Beautiful,Action,Fantasy,Atmospheric,Open World,Side Scroller,Platformer,Story Rich,Philisophical,Puzzle,Action-Adventure","Oct 28, 2017",15-Dec-08,468,43
104,0.5,FALSE,2900,"Indie,Simulation,Strategy","Single-player,Steam Trading Cards,Remote Play on Phone,Remote Play on Tablet","Rogue-like,Space,Strategy,Sci-fi,Indie,Singleplayer,Perma Death,Difficult,Replay Value,Real-Time with Pause,Great Soundtrack,2D,Simulation,Survival,Rogue-lite,Adventure,Pixel Graphics,Masterpiece,RPG,Atmospheric","Mar 10, 2017",14-Sep-12,34729,1454
105,0,FALSE,9800,Strategy,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Valve Anti-Cheat enabled","Strategy,Warhammer 40K,Space,RTS,Sci-fi,Multiplayer,Games Workshop,Singleplayer,Tactical,Real Time Tactics,Action,Fantasy,Gothic,Co-op,Survival,Great Soundtrack,War,Masterpiece,Naval","Mar 8, 2018",21-Apr-16,2644,1256
106,0,FALSE,8800,Adventure,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Puzzle,Exploration,Atmospheric,Great Soundtrack,Singleplayer,Colorful,Fantasy,Indie,3D Platformer,Open World,Relaxing,Story Rich,Action,Third Person,Walking Simulator,Platformer,Casual,Family Friendly,Controller","Apr 9, 2019",26-May-17,1813,188
107,0.033333333,TRUE,0,"Indie,Audio Production",Single-player,"Audio Production,Indie,VR,Music","Sep 1, 2018",20-Apr-17,0,0
108,0,FALSE,3700,"Adventure,Indie,Simulation","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,Simulation,Adventure,Choices Matter,Story Rich,Political,Dystopian,Singleplayer,Point & Click,Interactive Fiction,Hacking,Detective,Great Soundtrack,Visual Novel,Mystery,Puzzle,Atmospheric","Feb 27, 2018",22-Feb-18,463,131
109,1.683333333,FALSE,7000,"Action,Indie,Strategy","Multi-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","World War I,Multiplayer,FPS,Action,Realistic,War,Historical,Violent,Shooter,Strategy,Military,Gore,Indie,First-Person,Singleplayer,Simulation,Atmospheric,Early Access,Survival,Co-op","Apr 14, 2019",16-Nov-17,3129,595
110,0,FALSE,7900,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Commentary available","Adventure,Point & Click,Indie,Singleplayer,Puzzle,Story Rich,Fantasy,Great Soundtrack,Atmospheric,Masterpiece,Hand-drawn,Comedy","Nov 9, 2016",6-May-14,611,212
111,0.25,FALSE,6800,RPG,"Single-player,Shared/Split Screen,Partial Controller Support","RPG,Fantasy,Great Soundtrack,Female Protagonist,Turn-Based,Adventure,Platformer,2D,Atmospheric,Story Rich,Hand-drawn,Masterpiece,Beautiful,Singleplayer,Local Co-Op,Side Scroller,Cute,Turn-Based Strategy,Indie,Casual","Mar 22, 2018",29-Apr-14,9038,696
112,0.083333333,TRUE,0,"Action,Casual,Free to Play,Indie","Single-player,Full controller support,VR Support","VR,Free to Play,Indie,Education,Action,Casual,Singleplayer,Sci-fi,Science,Exploration,Dynamic Narration,3D Vision,Funny,Comedy,Racing,Physics,Simulation,Space","Nov 21, 2017",19-Jan-15,3,2
113,1.75,FALSE,6800,RPG,Single-player,"RPG,Fantasy,Open World,Dragons,Third Person,Action RPG,Adventure,Singleplayer,Action,Magic,Character Customization,Atmospheric,Medieval,Comedy,Great Soundtrack,Female Protagonist,Funny,Story Rich,Masterpiece,First-Person","Nov 28, 2016",29-Oct-12,1683,395
114,0,FALSE,6800,Gore,"Single-player,Multi-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Destruction,Open World,Mars,Sci-fi,Physics,Third-Person Shooter,Action,Gore,Sandbox,Singleplayer,Multiplayer,Shooter,Third Person,Great Soundtrack","Jan 30, 2018",3-Jul-18,973,304
115,0.2,FALSE,9900,"Action,RPG",Single-player,"RPG,Sci-fi,Story Rich,Action,Third-Person Shooter,Space,Singleplayer,Great Soundtrack,Third Person,Choices Matter,Shooter,Female Protagonist,Character Customization,Adventure,Masterpiece,Open World,Atmospheric,Romance,Real-Time with Pause,Action RPG","May 9, 2018",19-Dec-08,9674,639
116,0,FALSE,10000,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Female Protagonist,Hack and Slash,Sexual Content,Nudity,Singleplayer,Spectacle fighter,Great Soundtrack,Mature,Character Action Game,Adventure,Fantasy,Fast-Paced,Third Person,Beat 'em up,Comedy,Anime,Gore,Classic,Atmospheric","Oct 29, 2018",11-Apr-17,8836,854
117,0,FALSE,6800,Action,"Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Open World,Action,Destruction,Physics,Sci-fi,Third Person,Mars,Third-Person Shooter,Multiplayer,Singleplayer,Sandbox,Shooter,Adventure,Atmospheric,Masterpiece,Co-op,Great Soundtrack,Controller,Survival,FPS","Jan 30, 2018",15-Sep-09,5190,553
118,1.416666667,FALSE,1100,"Adventure,Indie","Single-player,Steam Trading Cards","Puzzle,Indie,Point & Click,Adventure,Horror,Surreal,Psychological Horror,Mystery,Singleplayer,Atmospheric,Hand-drawn,2D","Apr 24, 2018",29-Jan-16,1373,91
119,2.533333333,FALSE,13800,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","RPG,Party-Based RPG,Isometric,Story Rich,Fantasy,Singleplayer,CRPG,Character Customization,Choices Matter,Open World,Real-Time with Pause,Adventure,Pirates,Turn-Based,Great Soundtrack,Exploration,Nudity,Atmospheric,Romance,Female Protagonist","Apr 10, 2017",8-May-18,3393,712
120,2.3,FALSE,6800,Design & Illustration,"VR Support,SteamVR Collectibles","Design & Illustration,VR,Hand-drawn,Singleplayer,Casual","Nov 19, 2017",5-Apr-16,333,24
121,0,FALSE,4800,"Action,RPG","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","Hack and Slash,Action,RPG,Arcade,Co-op,Masterpiece,Adventure,Linear,Local Co-Op,Fantasy,Online Co-Op,Beat 'em up,Multiplayer,Singleplayer,Action RPG,Isometric,Top-Down,Magic,Third Person,Female Protagonist","Apr 4, 2017",31-Jul-14,424,1442
122,0.5,FALSE,7000,"Indie,Simulation","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Simulation,Building,Singleplayer,Education,Realistic,Sandbox,Indie,First-Person,Relaxing,Casual,Management,Early Access,Puzzle,Funny,Great Soundtrack,Replay Value,Multiplayer,Atmospheric,VR,Nudity","May 1, 2019",29-Jan-19,8121,850
123,0.533333333,FALSE,8500,"Indie,RPG,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Includes level editor","RPG,Turn-Based,Strategy,Tactical,Turn-Based Strategy,Indie,Story Rich,Fantasy,Great Soundtrack,Kickstarter,Tactical RPG,Choices Matter,Hand-drawn,Atmospheric,2D,Singleplayer,Crowdfunded,Strategy RPG,Adventure,Masterpiece","Jun 28, 2017",14-Jan-14,8353,1007
124,0,FALSE,7000,"Adventure,Indie",Single-player,"FMV,Detective,Noir,Cyberpunk,Adventure,Mystery,First-Person,Atmospheric,Multiple Endings,Dystopian,Comedy,Cinematic,Surreal,Nonlinear,Dynamic Narration,Mouse only,Difficult,Indie,Sci-fi,Kickstarter","Jun 27, 2019",8-May-14,419,42
125,0,FALSE,7000,"Adventure,Early Access","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Early Access,Survival,Space,Early Access,Comedy,Crafting,Adventure,First-Person,Open World,Singleplayer,Exploration,Sci-fi,Indie,Sandbox,Atmospheric,Base Building,Action,Aliens,FPS,Horror","Sep 19, 2018",13-Sep-18,3068,295
126,0.133333333,TRUE,0,"Action,Free to Play,Early Access","Multi-player,Online Multi-Player,Partial Controller Support","Early Access,Battle Royale,Free to Play,Multiplayer,Shooter,Early Access,Survival,PvP,Third-Person Shooter,Action,Third Person,Competitive,FPS,Fantasy,Team-Based,Massively Multiplayer,Co-op,Open World,Online Co-Op,Memes","Dec 3, 2018",5-Jun-18,6,2
127,0,TRUE,0,"Casual,Free to Play",Single-player,"VR,Design & Illustration,Beautiful,Animation & Modeling,Free to Play,Casual","Jan 19, 2019",15-Jan-19,0,0
128,0,FALSE,6900,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Point & Click,Story Rich,Great Soundtrack,Masterpiece,2D,Retro,Cult Classic,1990's,Classic","Apr 21, 2018",15-Nov-16,634,110
129,0,FALSE,9900,"Violent,Gore,Adventure","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Story Rich,Visual Novel,Puzzle,Mystery,Psychological Horror,Choices Matter,Multiple Endings,Adventure,Anime,Great Soundtrack,Atmospheric,Violent,Gore,Sci-fi,Horror,Singleplayer,Point & Click,Time Travel,Thriller,Detective","Aug 11, 2019",24-Mar-17,898,52
130,1.4,FALSE,15400,Racing,"Single-player,Multi-player,Online Multi-Player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Racing,Futuristic,Fast-Paced,Great Soundtrack,Indie,Sci-fi,Multiplayer,Colorful,VR,Singleplayer,Arcade,Driving,Simulation,Difficult,Space,Atmospheric,Action,Split Screen,Sports","Dec 21, 2017",2-Sep-16,2125,333
131,0.016666667,FALSE,6800,"Indie,Strategy","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop","Board Game,Strategy,Card Game,Multiplayer,Turn-Based,Steampunk,Indie,Turn-Based Strategy,Replay Value,2D,Singleplayer,Stylized,Atmospheric,Fantasy,Great Soundtrack,Competitive,Politics,Early Access,Comedy,Soundtrack","Aug 4, 2018",10-Mar-16,2790,450
132,0.633333333,FALSE,6800,Action,"Single-player,Multi-player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Valve Anti-Cheat enabled","Co-op,Online Co-Op,Local Co-Op,Twin Stick Shooter,Top-Down Shooter,Action,Multiplayer,Sci-fi,Comedy,4 Player Local,Funny,Top-Down,Shooter,Space,Strategy,Difficult,Mechs,Survival,Isometric,Hack and Slash","Nov 22, 2018",7-Dec-15,10595,888
133,49.38333333,FALSE,30800,Action,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards","Hunting,Co-op,Multiplayer,Action,Open World,RPG,Third Person,Adventure,Fantasy,Character Customization,Difficult,Singleplayer,Action RPG,Exploration,Great Soundtrack,Replay Value,Atmospheric,Hack and Slash,JRPG,Souls-like","Aug 12, 2018",9-Aug-18,56368,20286
134,0,FALSE,1800,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Puzzle,Indie,Point & Click,Adventure,Psychological Horror,Horror,Atmospheric,Singleplayer,Mystery,2D,Story Rich","Apr 24, 2018",11-Jan-18,1081,76
135,0,FALSE,6900,Strategy,"Single-player,Multi-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor","Strategy,World War II,RTS,War,Historical,Realistic,Multiplayer,Real-Time,Tanks,Singleplayer,Real Time Tactics,Military","Sep 7, 2019",11-Aug-17,2048,883
136,0.85,FALSE,8800,"Action,Simulation","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud","Space,Simulation,Sci-fi,Action,Space Sim,Sandbox,Singleplayer,Open World,Economy,Trading,Strategy,Atmospheric,Moddable,4X,Adventure,Exploration,Great Soundtrack,Masterpiece,Management","Oct 27, 2017",15-Nov-13,1945,2951
137,0,FALSE,4800,"Action,Indie,Strategy","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Leaderboards","Action,Strategy,VR,Indie,FPS,Multiplayer,Singleplayer,Survival,Early Access,Shooter,First-Person","Nov 25, 2018",14-Sep-16,507,96
138,0.7,FALSE,11200,Action,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Story Rich,Time Manipulation,Singleplayer,Sci-fi,Cinematic,Third Person,Third-Person Shooter,Atmospheric,Adventure,Choices Matter,Episodic,Shooter,Time Travel,Bullet Time,Great Soundtrack,Open World,Controller,Masterpiece,Stealth","Jun 22, 2018",29-Sep-16,8215,1424
139,0,FALSE,5900,"Adventure,Indie","Steam Achievements,Steam Trading Cards,Steam Cloud,Commentary available","Point & Click,Adventure,Comedy,Indie,Funny,Dark Humor,Female Protagonist,Singleplayer,Psychological,Puzzle,2D,Story Rich,Great Soundtrack","Feb 27, 2019",25-Oct-13,656,138
140,0,FALSE,26800,"Action,Adventure,Casual,Massively Multiplayer","Single-player,Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Anime,Fighting,Action,Character Customization,Multiplayer,Adventure,Massively Multiplayer,Co-op,RPG,Singleplayer,Online Co-Op,Third Person,Open World,Story Rich,Beat 'em up,MMORPG,Great Soundtrack,Dragons,Casual,Moddable","Jun 21, 2019",27-Oct-16,8356,2040
141,0,FALSE,11200,"Action,Adventure,Indie","Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Includes level editor","Adventure,VR,Action,Puzzle,Indie,First-Person","Apr 22, 2018",17-Oct-17,365,55
142,0.5,FALSE,800,"Casual,Indie,RPG,Simulation","Single-player,Steam Achievements,Steam Trading Cards,VR Support,Partial Controller Support,Steam Cloud","Simulation,Indie,Relaxing,Casual,Singleplayer,Masterpiece,Great Soundtrack,God Game,Beautiful,Experimental,Space,Nature,Music,Procedural Generation,Realistic,Third Person,Difficult,Illuminati,Funny,VR","Sep 12, 2015",18-Aug-14,9318,1194
143,4.216666667,FALSE,3700,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","Story Rich,Choices Matter,Atmospheric,Supernatural,Female Protagonist,Indie,Adventure,Mystery,Horror,Great Soundtrack,Singleplayer,Multiple Endings,Thriller,Psychological Horror,Walking Simulator,Side Scroller,2.5D,2D,Short,Lovecraftian","Oct 4, 2016",14-Jan-16,5361,402
144,0,FALSE,11600,"Indie,Strategy","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Includes level editor","Strategy,Space,RTS,Sci-fi,4X,Multiplayer,Moddable,War,Singleplayer,Aliens,Exploration,Diplomacy,Action,Real-Time,Co-op,Simulation,Grand Strategy,Great Soundtrack,Indie,Adventure","Mar 13, 2018",12-Jun-12,5791,480
145,0,FALSE,7000,"Action,Adventure,Indie,Simulation","Single-player,Steam Achievements,Full controller support","Adventure,Action,Simulation,Indie,Gore,Historical,Documentary,Submarine","Mar 30, 2019",7-Nov-18,67,74
146,0,FALSE,9000,RPG,"Single-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Anime,JRPG,RPG,Cute,Female Protagonist,Hack and Slash,Action,Sexual Content,Nudity,Multiplayer,Action RPG,Fantasy,Singleplayer,Comedy,Great Soundtrack,Visual Novel,MMORPG,Third Person,Adventure,Psychological Horror","Jun 27, 2019",27-Feb-18,2789,410
147,0,FALSE,7900,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Point & Click,Comedy,Singleplayer,Puzzle,Funny,Indie,Story Rich,Hand-drawn,Classic,Cult Classic,2D,Great Soundtrack,Retro,1990's","Nov 13, 2016",17-Oct-13,1074,126
148,0,FALSE,3700,Adventure,"Single-player,Steam Achievements,Steam Trading Cards,Captions available","Adventure,Horror,Point & Click,Sci-fi,Isometric,Story Rich,Atmospheric,Singleplayer,Space,Puzzle,2D,Psychological Horror,Classic,2.5D,Post-apocalyptic,Fantasy,Retro,Gore,Indie,Kickstarter","Jul 18, 2019",31-Aug-15,612,171
